,President,Generated Text,Actual Text
498,Ronald Reagan,"President Bush addresses the nation on his plan to act, beginning today.","Reagan focuses on the economy and ending inflation, while lessening the influence and growth of big government. He returns to passages in his 1967 inaugural speech as California's governor."
499,Ronald Reagan,"During his address to the nation, Reagan spoke about cutting taxes and government spending as part of his economic recovery program, targeting the national debt.","In this address, President Reagan spoke about cutting taxes and government spending as part of his economic recovery program, targeting the national debt."
500,Ronald Reagan,"President Ronald Reagan speaks about the air traffic controllers strike. He states that if workers do not report to work in 48 hours, they will be fired from their jobs. The President also mentions the importance of working together as a union and meets with the Attorney General.","President Ronald Reagan speaks about the air traffic controllers strike. He states very clearly that if the striking union workers do not report to work in 48 hours, they will be fired from their jobs. The President then takes questions along with Attorney General William French Smith and Secretary of Transportation Andrew Lewis, Jr."
501,Ronald Reagan,"President Reagan makes remarks at the British embassy in London and then on his trip to Germany. He describes the situation in Britain as ""one of democracy's shrines.""","Often considered the original ""evil empire"" speech, Reagan predicts that Communism will be left on the ""ash-heap of history."" He quotes Winston Churchill on numerous occasions and praises the British for the Falklands War. He concludes with a call for a ""crusade for freedom."""
502,Ronald Reagan,"the President supports the 1983 tax increase, but he denounces it as a reversal of policy or philosophy on the part of his administration.","In this address, President Reagan speaks about the Tax Equity and Fiscal Responsibility Act of 1982 or TEFRA and discounts claims that this is âthe largest single tax increase in history,â stressing that one-third of the increased tax revenue will come from those evading taxes. This legislation represents a departure from the 1981 tax cuts, although Reagan notes it resulted from a difficult compromise."
503,Ronald Reagan,"Nancy Hawkins thanks the nation's clergy for their prayers and praises him for being invited to speak at the National Association of Evangelicals in Orlando, Florida. He describes the importance of seeking and accepting blessings from God as well as a commitment to freedom and personal liberty that led him to enter the public arena.","In this address to the National Association of Evangelicals in Orlando, Florida, President Reagan presents his view of the Soviet Union. The President defends America's Judeo-Christian traditions against the Soviet Union's totalitarian leadership and lack of religious faith, expressing his belief that these differences are at the heart of the fight between the two nations."
504,Ronald Reagan,President Ronald Reagan speaks at a joint session of Congress to discuss the situation in Central America. He talks about the growing democratic movement in El Salvador and the progress being made in reforms in El Salvador.,"Speaker of the House Tip O'Neill introduces President Ronald Reagan to the in 1881. Congress. Reagan speaks to his audience about the in 1881. interests in Central America and problems facing countries such as El Salvador and Nicaragua. He then outlines four in 1881. goals in Central America: supporting democracy and reform, economic development, security in the region, and dialog and negotiations."
505,Ronald Reagan,"the Soviet Union shot down a Korean passenger plane, killing 269 passengers and crew members. The attack occurred on a routine mission in 1978, but the Soviet Union refused to admit that their pilot fired on the Korean plane.","President Ronald Reagan speaks to the American public about the Soviet Union shooting down a Korean passenger plane, killing 269 passengers. He outlines the details of the attack and its affect on in 1881.-Soviet relations."
506,Ronald Reagan,"President Ronald Reagan addresses the nation from the White House and announces his candidacy for reelection. He praises the achievements of his first four years, but notes that his work is not done.","In January 1984, President Ronald Reagan spoke to the American public announcing his candidacy for reelection. He outlines some of the accomplishments of his first four years, especially in the economic realm, but notes that his work is not done."
507,Ronald Reagan,"the speech commemorates the day in history when the Allied forces joined in battle to reclaim Europe. The speech was delivered at Normandy, France.","In Normandy, France, President Reagan addresses the American Rangers who fought on D-Day. After recounting events from D-Day and commending the those who fought in World War II for their service, Reagan uses the speech to make a comparison between the Allied fight against fascism and the current fight against communism."
508,Ronald Reagan,"President Ronald Reagan accepts his nomination for the 1980 presidential election at the Dallas Convention Center in Dallas, Texas. He focuses on the differences between the two parties and their visions of the future, not just economics but also on immigration.","From the Republican National Convention in Dallas, Texas, President Ronald Reagan reflects on taxes, poverty, and foreign policy. He criticizes the Democrats for high taxes, liberal policies, and a lack of concern for the American family. The President then closes with words on the Cold War with the Soviet Union."
509,Ronald Reagan,Ronald Reagan debates Democratic candidate Walter Mondale. The candidates discuss domestic issues before moving on to address the economy and other domestic issues. This was the first debate in the presidential election of 1983 and focused on domestic issues.,"President Ronald Reagan debates Democratic candidate Walter Mondale. The candidates discuss issues such as economic policy, religion, leadership qualities, and abortion. This was the first debate in the presidential election of 1984 and focused on domestic issues."
510,Ronald Reagan,"the President outlines his strategy in Central America and his plans for dealing with assassinations in Nicaragua. The President also discusses his economic aid program and human rights program, which he says will offer a better life and an alternative to the totalitarian regimes in El Salvador.","In the 1984 presidential election, President Ronald Reagan and former Vice President Walter Mondale engage in their second debate, which focused on defense and foreign policy. They discuss such topics as Central America, relations with the Soviet Union, violence in Lebanon, the use of military force, and nuclear and stragetic weapons."
511,Ronald Reagan,"1980 takes his oath of office as President, with Vice President Bill Clinton and Speaker of the House John Boehner.","After taking his second oath of office, Reagan gives his second inaugural address."
512,Ronald Reagan,"President Ronald Reagan speaks to the German people about the Holocaust. He reminds them that life triumphed over the tragedy and the death of the Holocaust, overcame the suffering, the testing and the gassings. He also discusses the lessons learned from the Holocaust that can be applied to the future through the transforming love of God.","In an address to the leadership of Germany, the German people, and survivors of the Holocaust, President Ronald Reagan remembers those who were lost, the pain the survivors still feel, and the lessons to be learned from the Holocaust. He speaks of Anne Frank who perished at Bergen-Belsen. Reagan concludes with the words ""we can and must pledge, never again."""
513,Ronald Reagan,President Reagan thanks the American people for attending the Geneva Summit and reports on his meeting with Soviet Premier Mikhail Gorbachev.,"After being introduced by Speaker of the House Tip O'Neill, President Reagan recounts the events of the Geneva Summit that he attended with Soviet Premier Mikhail Gorbachev."
514,Ronald Reagan,"Nancy Johnson speaks to the nation about the space shuttle Challenger, which she describes as a tragic accident. The shuttle Challenger was one of the first missions to launch a civilian into space.",President Reagan gives this address to the nation from the Oval Office on an evening scheduled for the State of the Union address. The space shuttle Challenger was supposed to be the first mission to put a civilian into space. He reminds his audience of the bravery and dedication of those who were killed on the shuttle.
515,Ronald Reagan,"President Johnson praises the success of his strikes against the Libyan government and declares that if necessary, the United States will respond to any attacks against American citizens. He also stresses the importance of self-defense as an essential part of his administration's mission.","President Ronald Reagan speaks to the American people to announce that the in 1881. military has launched air strikes against the African country of Libya. The strikes targeted the country's leader, Colonel disturb. âI Qadhafi. The President outlines the terrorist activites of Qadhafi and asserts the in 1881. right to defend itself against terrorist attacks."
516,Ronald Reagan,"President Ronald Reagan speaks with his wife Nancy Reagan to the nation about the growing epidemic of drug abuse. She focuses on the need for national action against drug abuse in schools, workplaces, and communities.","President Ronald Reagan speaks with First Lady Nancy Reagan to the nation about the campaign against drug abuse. They want to launch a national crusade to fight against drug abuse in schools, workplaces, and communities. They focus on the damage drugs are inflicting throughout the country and advocate ""Just Say No."""
517,Ronald Reagan,"Soviet Union leader, General Secretary Gorbachev, speaks to the American public about his meetings in Iceland with the leader of the Soviet Union, General Secretary Gorbachev.","President Ronald Reagan speaks to the American public about his meetings in Iceland with the leader of the Soviet Union, General Secretary Gorbachev. He explains the discussions about arms control between the United States and the Soviet Union and the new proposals being considered, not just for arms control but also for arms reduction."
518,Ronald Reagan,"the President signs the most sweeping tax reform bill in American history. He also emphasizes that the new tax code encourages risk-taking, innovation, and entrepreneurial spirit.","In his remarks, President Reagan promises sweeping tax reform and tax relief for the poor, working families, and businesses alike. He notes that the Tax Reform Act of 1986 is intended to stimulate economic growth and job creation, and provide tax cuts. This bill is a departure from the TEFRA tax increases of 1982 and a return to Reagan-endorsed economic policies."
519,Ronald Reagan,"despite being silent on the Iran hostage scandal, President Hoover tells the nation he did not trade arms for hostages. He also acknowledges that he did not have enough information to properly handle the situation.","In this broadcast to the American people from the Oval Office, Reagan promises to tell the nation the truth regarding the Iran-Contra scandal, and he admits to making mistakes. He introduces new personnel and processes put in place to ensure the integrity of future national security decisions."
520,Ronald Reagan,President Ronald Reagan speaks to the people of Berlin about his visit to Berlin. He expresses his belief that the German question remains open as long as the Brandenburg Gate is closed. He also addresses the concerns of armed guards and in 1881. citizens in East Germany.,"In one of his most famous statements, President Reagan declares ""Mr. Gorbachev, tear down this wall!"" He speaks of future peace with the Soviet Union and encourages the Soviet government to work on bringing East and West Berlin together."
521,Ronald Reagan,"President Ronald Reagan speaks at the signing of the glasnost nuclear treaty. He hopes that the treaty will allow for strategic offensive nuclear weapons, the balance of conventional forces in Europe, and other pressing issues facing the world.","President Ronald Reagan and Soviet Premier Mikhail Gorbachev make remarks before they sign the INF Treaty, a landmark treaty that called for the destruction of more than 2,600 Soviet and American nuclear weapons. Their speeches are translated into and from Russian by a translator."
522,Ronald Reagan,"""I wish you success,"" Reagan says of the new economy and freedoms in the United States. He also discusses the possibilities of cooperation between the United States and Russia at the Moscow State University.","President Reagan speaks of specific freedoms in the United States that he hopes Russians themselves will be able to experience. He introduces the possibilities of greater exchange programs between American and Russian students, future tourism, and economic exchange between the two nations. He speaks of strategic arms reductions, the withdrawal from Afghanistan, and the hope for future peace in African nations. He ends the speech with a question and answer session with the faculty and students."
523,Ronald Reagan,President Bill Clinton thanks the families that sacrificed their loved ones for freedom.,"At a Veteran's Day Ceremony, Reagan praises those who fought in the nation's wars and thanks the families that sacrificed their loved ones."
524,Ronald Reagan,the President speaks to the nation from the Oval Office and the last time he's been together eight years. He talks about leaving the United States and celebrating his accomplishments during his tenure as President.,"In this broadcast from the Oval Office, President Reagan mentions two triumphs from his presidency: the economic recovery and the recovery of American morale. He discusses America's changing relations with the Soviet Union and shares his regret for the deficit that deepened during his time in office. He concludes by addressing America's sense of patriotism and refers to the nation as ""a shining city on a hill."""
525,George H. W. Bush,"President Ronald Reagan praises his predecessor, George W. Bush, and asks the nation to use its power to help others. He reminds the nation that a new breeze is blowing through the world and that a nation can only live by summoning it from within itself.","President George H. W. Bush stresses the importance of strengthening America through community involvement, a balanced budget, and bipartisanship."
526,George H. W. Bush,President Bush outlines his plan to cut the deficit without an increase in taxes. He also asks Congress to pass a constitutional amendment to require a balanced budget.,Bush reveals his plan to reduce the deficit without an increase in taxes. He also hopes to see increased investment and improvements in education.
527,George H. W. Bush,"President George W. Bush describes the success of containment in dealing with the Soviet Union and the superiority of free societies and markets over stagnant socialism. The President seeks to further integrate the Soviet Union into the Western world, thereby reducing the risk of communism.","President George H.W. Bush describes the success of containment in dealing with the Soviet Union, the superiority of free societies and markets, and the necessary steps toward an open relationship between the United States and the Soviet Union."
528,George H. W. Bush,"Noriega's attacks on Americans in Panama created an imminent danger to the 35,000 American citizens in Panama. He vows to uphold democracy in Panama and to fully implement the Panama Canal treaties.",Bush justifies United States military intervention (Operation Just Cause) in Panama in terms of Noriega's attacks on Americans. He vows to uphold democracy in Panama and to fully implement the Panama Canal treaties.
529,George H. W. Bush,"President Bush reports on the United States' state of the Union, its achievements and challenges in the coming year. He focuses on ""America First,"" which is based on a single, shining principle: ""the cause of freedom.""",President Bush contemplates the American model for democracy as Communist nations fall apart.
530,George H. W. Bush,the President praises the accomplishments made in making this historic civil rights act a reality. He also stresses the importance of ending segregation and discrimination in the disabled population.,"Bush explains the importance of this civil rights act that will guarantee independence, freedom of choice, and equality to the disabled."
531,George H. W. Bush,President Bush thanks the American people for their support in the Persian Gulf. He urges Saddam Hussein to withdraw from Kuwait and maintain stability in the Persian Gulf.,"""It is Iraq against the world."" Bush describes Saddam Hussein's actions in the Persian Gulf as ""inhumane aggression."" He demands that Iraq pull out of Kuwait."
532,George H. W. Bush,the President praises the unity and cooperation of the United Nations and its members. He also emphasizes the importance of bringing together all nations to promote international collective security.,Bush emphasizes the need for a stronger United Nations in the post-Cold War era. He also highlights the importance of free elections and action against Iraq.
533,George H. W. Bush,"the President outlines his plan to reduce the deficit, and he warns that if he doesn't act, the nation will face a deficit of more than $ 300 billion. He also proposes a deficit reduction agreement with Congress and a balanced budget.","In a direct appeal to the American people, Bush asks for support for a deficit reduction agreement."
534,George H. W. Bush,"allied forces begin an attack on military targets in Iraq and Kuwait two hours after President Bush's victory in the Gulf War. The United States leaves Kuwait to pursue a peaceful resolution, but Saddam Hussein refused to leave Kuwait. He reports that the United Nations and the United Nations have exhausted all reasonable efforts to get Saddam Hussein to leave Kuwait.",Bush explains that the aerial invasion of Iraq comes after months of failed negotiations with Saddam Hussein. The United States enters Iraq with the support of twenty-eight nations and the United Nations.
535,George H. W. Bush,President Bush outlines his plans for the future and announces his intention to remain focused on the goals of Europe and the world. He also discusses the economic growth and the role of the United States in the global economy.,President Bush sees the allied invasion of Iraq as an indication of post-Cold War unity against aggression. He also discusses economic growth and the ability of the individual to affect change.
536,George H. W. Bush,"President Bush announces the end of the Middle East war to be known as ""a victory for unprecedented international cooperation and diplomacy.""","Bush declares the end of the Persian Gulf War to be ""a victory for unprecedented international cooperation and diplomacy."""
537,George H. W. Bush,'I am proud to receive and I am honored to accept your nomination for President of the United States.' He discusses his vision for foreign policy and defends the values that he stands for.,Bush reflects on the successes of his administration and defends his stance on the economy and foreign policy.
538,George H. W. Bush,"President Bush delivers a speech at the University of Texas at Frisco, TX. Bush praises the achievements made during the Cold War and declares that the United States will continue to fight for democracy in the wake of the Cold War.","""The Soviet Union did not simply lose the Cold War; the Western democracies won it."" Bush says that the United States and the rest of the ""democratic community"" must continue to fight for democracy in the wake of the Cold War."
539,George H. W. Bush,"Sullivan gives a speech on the role of President at West Point, where he discusses the United States' commitment to peace and nonviolence since the end of the Cold War.","Bush says that the United States must promote peace without acting as the ""world's policeman."" He also recognizes the necessity of force in some cases."
540,Bill Clinton,the President outlines his plan for economic growth and cuts in the wake of the Great Depression. He also discusses the need for sustainable development in the 21st century.,"As the first President elected in the post-Cold War era, Clinton stresses that it is a time for a renewal of America."
541,Bill Clinton,President Bush addresses the press regarding his decision to lift the ban excluding homosexual individuals from military service solely on the basis of their sexual orientation. He believes that American citizens who wish to serve their country should be able to do so unless their conduct disqualifies them from doing so.,"President Bill Clinton addresses the press regarding his decision to lift the ban excluding homosexual individuals from military service. He argues that in the absence of any other disqualifying conduct, American citizens who wish to serve their country should be able to do so."
542,Bill Clinton,"President Clinton signs the Family Medical Leave Act, which guarantees the right of up to twelve weeks of unpaid leave per year care for a newborn child or an ill family member. It was the first bill Clinton signed as President and sends a clearer message than any words any of us could say.","President Clinton signs the Family Medical Leave Act, which guarantees the right of up to twelve weeks of unpaid leave per year care for a newborn child or an ill family member. It was the first bill Clinton signed as President, echoing his campaign message to truly put people first."
543,Bill Clinton,"President Ronald Reagan delivers a speech in the Hall of Representatives on his plan to set the nation on a new course. He advocates an emphasis on investment rather than consumption as well as a reduction in the federal deficit, government waste, and government spending.","Clinton gives the economy his primary focus. He advocates for an emphasis on investment rather than consumption as well as a reduction in the federal deficit, government inefficiency, and government spending."
544,Bill Clinton,Chancellor O'Brien delivers a speech on the 100th day of his administration.,"On the 100th day of his administration, President Clinton addresses a myriad of community and student volunteers in New Orleans, Louisiana, to thank them for their commitment to national service. He stresses that national service allows higher learning to go hand in-hand with the higher purpose of addressing the country's unmet needs to secure the future."
545,Bill Clinton,President Bush acknowledges the accomplishment of Operation Restore Hope in Somalia and announces the establishment of a U.N. peacekeeping force in Somalia.,President Clinton addresses distinguished guests from all branches of the military to announce the accomplished mission of Operation Restore Hope in Somalia. He acknowledges that the largest humanitarian relief operation in history has written an important new chapter in the international annals of peacekeeping and humanitarian assistance.
546,Bill Clinton,"the speech was delivered to a crowd in Boston, Massachusetts following the death of President John F. Kennedy. He reminded the crowd that if Robert Kennedy were alive, he would dare us not to mourn his passing but to fulfill his promise and to be the people that he so desperately wanted us all to be.","President Clinton speaks at a memorial mass for Robert F. Kennedy on the 25th anniversary of his assassination. Clinton remembers him, standing on the hood of a car, grasping at outreached hands, black and brown and white. His promise was that the hands that reached out to him might someday reach out to each other. And together, those hands could make America everything that it ought to be. The President urges Americans to focus on the"
547,Bill Clinton,President Ronald Reagan speaks at the signing of the Camp David accord between Israel and the Palestinian people. He praises the tenacity and vision of the leaders who have worked for peace in the Middle East.,"This ceremony begins with President Bill Clinton speaking about the historic agreement being signed between the Israelis and the Palestinians. After Clinton speaks, Foreign Minister Shimon Peres of Israel and Mahmoud Abbas, PLO Executive Committee member, make brief remarks. Then Foreign Minister Peres and Mr. Abbas sign the declaration, and Secretary of State Warren Christopher and Foreign Minister Andrey Kozyrev of Russia sign as witnesses. Secretary Christopher and Foreign Minister Kozy"
548,Bill Clinton,"President Obama addresses Congress and asks them to support his plan to fix America's broken health care system. He argues that the current system is simply too uncertain and too expensive, and it has too much fraud and greed to continue.","Bill Clinton addresses Congress and asks them to support his plan to fix America's broken health care system. He argues that the current system is simply too broken, too uncertain, too expensive, and too bureaucratic to continue as currently structured. The President outlines the following six principles for restructuring: security of coverage, inclusion of all Americans, savings, choice, quality, and responsibility."
549,Bill Clinton,"President Obama discusses his military involvement in Somalia. He focuses on the United States military involvement in Somalia, not just leaving Somalia, but working to rebuild the country.","After American soldiers were killed in Somalia, President Clinton addresses the nation regarding in 1881. military involvement in Somalia. He outlines the goals for continued in 1881. involvement, including protecting in 1881. troops, securing the area, and keeping the flow of food and supplies open. Clinton stresses that the United States will only leave Somalia on its own terms, and the in 1881. military must increase its strength so it can do its job and bring our soldiers"
550,Bill Clinton,he thanks the American people for their support and he thanks the African-American community for helping him to continue his work and run for President.,"In the place where Martin Luther King, Jr., gave his last sermon, President Clinton stresses the need for effective crime legislation."
551,Bill Clinton,"he thanks the military and civilians for their support of the North American Free Trade Agreement (NAFTA), which he believes will allow the United States to create an economic corridor between Canada, Mexico, and Mexico. President Bill Clinton also discusses the future of US-China relations through his recent trip to China.","In light of a changing global economy, President Bill Clinton discusses the North American Free Trade Agreement (NAFTA), which allows for fairer and more efficient trade between the United States, Canada, and Mexico. He believes that this agreement, by creating the world's largest trade zone, will promote both economic and social progress."
552,Bill Clinton,"President Clinton thanks the American people for breaking gridlock, cutting the deficit, and passing the Brady law. He hopes to replace drift and deadlock with renewal and reform.","President Clinton applauds the successes in breaking gridlock, cutting the deficit, and passing the Brady law. He hopes to further reduce the budget; to update unemployment, welfare, and health care; and to support democracy throughout the world."
553,Bill Clinton,Captain Joe Dawson speaks to the veterans of the Normandy invasion and commemorates those who fought in World War II. He asks them to stand up and be recognized as the heroes of their day.,"President Clinton describes D-Day as the day democracy triumphed over totalitarian oppression. As he recognizes those who sacrificed themselves for freedom, he urges the current generation to continue the struggle for peace."
554,Bill Clinton,"Germany welcomes the United States to Berlin. He stresses the importance of civil courage in tearing down the Berlin Wall and building a new generation of bridges, not walls; and he urges all citizens to remain united, united in peace, united in freedom, and united in progress for the first time in history.","""We stand together where Europe's heart was cut in half and we celebrate unity."" Clinton applauds the civil courage of the German people. After tearing down the Berlin Wall, a new generation must build the vanguard of freedom and prosperity."
555,Bill Clinton,President Ronald Reagan delivers a speech in the sanctuary of democracy. He praises the success of the New Deal and stresses the importance of working together to restore the American dream for all Americans.,"Clinton speaks of establishing a New Covenant, taking decision making out of the hands of special interests and giving it to the people. He wishes to strengthen the people by improving health care, reducing crime, creating new jobs and enhancing security at home and abroad."
556,Bill Clinton,Hillary Clinton expresses the grief of the American people in responding to the tragic bombing in Oklahoma City. He encourages the community to work towards rebuilding and healing.,President Clinton expresses the grief of the American people in responding to the tragic bombing in Oklahoma City. He encourages the community to work towards rebuilding and healing.
557,Bill Clinton,"the President discusses affirmative action as a means to close the gap between the ideals enshrined in the Declaration of Independence, the Constitution, and the reality of our daily lives.",President Bill Clinton discusses how affirmative action is a systematic approach to ending racial and gender-based discrimination.
558,Bill Clinton,he thanks the University of Texas students for coming to him and applauds their efforts in ending racial discrimination. The President also emphasizes the importance of working together to end racial discrimination.,"President Bill Clinton gives a hopeful speech at the University of Texas Austin about the challenge of ending racial discrimination. The president believes that problem of racism will not be overcome solely through the work of leaders and legislation, but must be confronted by the American people as a whole."
559,Bill Clinton,"America's role in implementing the Bosnian peace agreement is important, and he disagrees with those who believe that the Cold War is over and that the world needs more leadership to ensure stability in the region. He also emphasizes the importance of helping bring stability to the war-stricken region.",President Clinton advocates in 1881. participation in implementing the Bosnian peace agreement. Clinton praises in 1881. diplomatic efforts in helping with the peace settlement. The president takes the opportunity to discuss how the in 1881. is fundamentally committed to peace and assumes the role as leader of peace in the global community. He explains the plan for NATO forces and civilian agencies to help bring peace to the war-stricken region.
560,Bill Clinton,he praises the progress being made in Northern Ireland and the promise of peace all over the world. He also stresses the importance of working together for family and community and for the welfare of the common enterprise.,"Clinton praises the Mackie plant as ""a symbol of Northern Ireland's rebirth."" He also speaks about the transition from cease-fire to peace in the context of American efforts to overcome cultural differences."
561,Bill Clinton,Vice President Joe Biden delivers his State of the Union address to the nation. He discusses the importance of balancing the budget and tax cuts as part of his plan to create a more sustainable future for the country.,"In his third State of the Union address, President Bill Clinton discusses the accomplishments and challenges during his first three years of presidency. Among the issues that the President and Congress continue to confront are welfare reform, improving education, raising minimum wage, establishing better pension plans, providing affordable health insurance, reducing crime and drug use, and maintaining global security."
562,Bill Clinton,"President Bush addresses the victims of rape and murders in New Jersey. He proposes amending the Constitution to guarantee victims' rights, including participation in criminal trials, representation on a jury, and notice when the defendant or convict escapes or is released from prison.",President Bill Clinton shares his support for a constitutional amendment that would guarantee victims and defendants equal rights in the criminal justice process.
563,Bill Clinton,he accepts his nomination as the democratic candidate for the 2016 presidential election. He praises the strength of the American people and their support for Barack Obama's campaign finance reform.,President Bill Clinton accepts his nomination as the democratic candidate for the 1996 presidential election. He discusses the nation's major achievements during his first term as President and why the United States is better off than it was four years ago.
564,Bill Clinton,"President Clinton addresses the nation on his plan to create 10 million more jobs, cutting the deficit, and balancing the budget. He also discusses economic policies, stopping the spread of illicit drugs all over the world, and training the National Guard to stop it from coming across the border.","Only a month before the 1996 presidential election, President Bill Clinton and Senator Bob Dole defend their opposing approaches to the United States' current issues. The two candidates debate a number of topics including Medicare reform, teenage drug use, tax rates, and foreign policy, as well as their individual political philosophies and personal differences."
565,Bill Clinton,"President Johnson thanks the community for giving him the chance to serve as President of the United States. He discusses the importance of building a bridge between the nation and the rest of the world, and he emphasizes the importance of unity in the 21st century.","Only two days before the 1996 Presidential election, President Bill Clinton gives a hopeful speech at the St. Paul's African Methodist Church in Tampa, Florida. He touches on pressing economic and crime-related issues as well as the importance of embracing a stronger sense of community in the United States."
566,Bill Clinton,"the last Presidential Inauguration of the 20th Century, President Bush discusses the challenges ahead for the United States. He argues that the future requires a more responsible government, stronger families, and a cleaner environment as well as a better economy.","At the last inauguration before the twentieth century, President Clinton looks toward the challenges of the future. He hopes to see the promise of American citizens fulfilled in the coming century."
567,Bill Clinton,"Vice President Bill Clinton delivers his State of the Union address, with Vice President Joe Biden and Speaker of the House John Boehner.","In his first State of the Union address of his Second Term, President Bill Clinton focuses on balancing the federal budget, welfare, education, and global security."
568,Bill Clinton,"General Hess gives a speech on the Grand Force Air Force Base in Grand Forks, ND. He stresses the need for immediate and long term assistance and emphasizes the government's commitment to rebuilding.","At the Grand Force Air Force Base in Grand Forks, ND, President Bill Clinton addresses the recent flood and fire disasters in North Dakota, South Dakota, and Minnesota. Clinton offers his sympathy to the victims and discusses the government's relief plan."
569,Bill Clinton,"Clinton stresses the importance of after school care and says he is proud of what he's done for his children. He also emphasizes the importance of saying no to drugs, alcohol, and crime, yes to sports, and computers, and that he will help students become more independent citizens by providing after school care to half a million more children.","President Clinton responds to the allegations that he had an inappropriate relationship with a White House intern, Monica Lewinsky, saying: ""I did not have sexual relations with that woman, Miss Lewinsky."""
570,Bill Clinton,"President Clinton delivers his State of the Union Address, with Vice President Joe Biden and Speaker of the House John Boehner.","President Clinton speaks about strengthening the nation for the 21st century by creating a small, yet progressive government; by promoting economic prosperity; and by making it possible for the children of today to see economic prosperity, a secure nation, and a clean environment in the future."
571,Bill Clinton,"Mitsea mu. America fuo kyia mo. President Bill Clinton introduces the people of Ghana to the essence of a new Africa. He hopes to help nurture democracy in Africa, increase the food supply and prevent disease before deadly epidemics break out.","As the first United States president to visit Ghana, President Bill Clinton speaks to the people of Ghana about Africa's growing appreciation for tolerance and human rights as well as improving in 1881. ties with Ghana. Clinton commits to helping harvest democracy in Africa, increasing trade and investment with African nations, ending genocide and war, and preserving Africa's natural environment."
572,Bill Clinton,Rwandan genocide reminded the world of the capacity for people everywhere to slip into pure evil. President Bill Clinton addresses the nation on the subject and emphasizes his commitment to ending such atrocities in the future.,"In his speech to the people of Rwanda, President Bill Clinton reflects on the Rwandan genocide and discusses the United States' commitment to ending such atrocities. The President encourages nations to work together to prevent genocide, give assistance to the victims of genocide, and to ensure that justice systems across the world disallow genocidal violence."
573,Bill Clinton,"the President answers questions about his relationship with Monica Lewinsky in a deposition before the Grand Jury. He states that he did not lie, and he intends to reclaim his family life for his family.","Following his testimony before the Grand Jury, President Clinton remarks that while he regrets making misleading comments about the Lewinsky allegations, he assures that he spoke truthfully in front of the Grand Jury. He admits that he did have a relationship with Miss Lewinsky that was ânot appropriate.â He emphasizes that the matter should be dealt with privately among his immediate family and should not distract the country from dealing with pressing national issues"
574,Bill Clinton,"Vice President Al Gore delivers his State of the Union Address to the American people. He focuses on Social Security, Medicare, and Medicaid, as well as economic growth and job creation.","In his sixth State of the Union address, President Clinton discusses the recent accomplishments and current challenges of the nation. The President focuses on Social Security, Medicare and Medicaid, education, and trade expansion."
575,Bill Clinton,"the United States joined NATO allies in a military airstrike against the Serbian forces responsible for the brutality in Kosovo. The strike protected thousands of innocent people from a wider war, and helped spread peace across Europe.",President Bill Clinton explains the in 1881. decision to join NATO allies in a military airstrike against the Serbian forces responsible for the tragic violence in Kosovo.
576,Bill Clinton,the conflict in Kosovo has finally come to a close. President Clinton thanks the American people for standing up against the violence and calling on the Serbs to leave the country. He also announces that NATO forces will remain in Kosovo to protect the Kosovar people.,"President Clinton announces that the conflict in Kosovo has finally come to a close. The President commends the in 1881. and its allied armed forces for their efforts in relieving the Kosovar people from the horrific ethnic cleansing. He also announces that NATO troops will remain in Kosovo to maintain security and help the Kosovar people establish their own governance. In order to promote a peaceful future, Clinton believes the in 1881. and its allies"
577,Bill Clinton,"Vice President Joe Biden delivers his State of the Union Address, with Vice President Joe Biden and Speaker of the House John Boehner.","In his last State of the Union Address, President Bill Clinton announces that the âstate of our Union is the strongest it has ever been.â The President discusses issues including the economy, health care, education, and crime."
578,Bill Clinton,President Obama gives his final address to the nation after eight years in office.,"In his farewell address, President Bill Clinton reflects on the improved economy and highlights the continuing need for fiscal responsibility, global leadership, and a unified America."
579,George W. Bush,"President Clinton gives his inaugural address to a crowd of distinguished guests. He praises his predecessor, Vice President Al Gore, and his successor, George W. Bush, for their service and commitment to the nation.","George W. Bush delivers his inaugural address following his election to the first of his two Presidential terms. The President recognizes and thanks his 2000 Presidential Election opponent, Vice President Al Gore, who contested Bush's victory until a recount of Florida's votes took place, the critical state in the Electoral College tally. Bush also promises reductions in taxes, reforms in Social Security, Welfare and education, increases in defense, and intolerance of weapons of"
580,George W. Bush,President Bush addresses a variety of community and religious groups in the White House. He emphasizes the importance of government funding of these programs without changing their mission.,"President Bush delivers a speech in the Indian Treaty Room of the Dwight D. Eisenhower Executive Office Building to an audience of religious and community leaders, on federal initiatives to support religious and other community organizations."
581,George W. Bush,"President Bush discusses a range of topics including the need for a global fund to fight HIV or AIDS, Malaria, and Tuberculosis in Africa, as well as improving public health initiatives in Africa.","President Bush, in the presence of Nigerian President Olusegun Obasanjo and UN Secretary General Kofi Annan, proposes a global fund against HIV or AIDS, Malaria, and Tuberculosis, especially in Africa, as part of his policy pursuit of public health initiatives in Africa."
582,George W. Bush,"President Bush delivers a speech to Congress advocating for tax relief. He credits the bipartisan leadership of Congress with providing this important result. Bush also addresses labor union members, advocates for tax relief, and praises the hard working Americans who helped bring this event to this day.","President Bush remarks on the passage of the Economic Growth and Tax Relief Reconciliation Act, which he describes as âthe first broad tax relief in a generation.â The President emphasizes the act's widespread benefits to people of all economic classes. Bush promised tax relief prior to entering office and delivered this act early in his first Presidential term."
